phi_true,P00,P11,Peven,Podd,arg00_raw,phi_hat_00,arg11_raw,phi_hat_11,argeven_raw,phi_hat_even,argodd_raw,phi_hat_odd
0.0,0.503,0.497,1.0,0.0,1.012,,0.988,0.15507467296433847,1.0,0.0,1.0,0.0
1.5707963267948966,0.243,0.255,0.498,0.502,-0.028000000000000025,1.5987999867529434,0.020000000000000018,1.5507949932215062,-0.0040000000000000036,1.57479633746164,-0.0040000000000000036,1.57479633746164
3.141592653589793,0.0,0.0,0.0,1.0,-1.0,3.141592653589793,-1.0,3.141592653589793,-1.0,3.141592653589793,-1.0,3.141592653589793
